condition,run_id,tick,mother_alive,child_alive,mother_energy,child_hunger,child_warmth,deficit,eta,selected_motivation
fixed,2,850,1,0,0.7000000000003873,100.0,13.0,3.346088018532969,,Forage
fixed,3,1,1,1,99.0,1.0,49.5,0.38740620005518117,,Care
fixed,3,10,1,1,98.10000000000005,10.0,45.0,0.7838781865234409,,Forage
fixed,3,20,1,1,97.10000000000011,20.0,40.0,1.814480436937341,,Forage
fixed,3,30,1,1,96.10000000000016,30.0,35.0,2.1507027891179114,,Forage
fixed,3,40,1,1,95.10000000000022,40.0,30.0,2.4957532832490137,,Forage
fixed,3,50,1,1,94.10000000000028,50.0,25.0,2.8436447323683502,,Forage
fixed,3,60,1,1,85.90000000000029,60.0,20.0,3.370724495953583,,Forage
fixed,3,70,1,1,84.00000000000034,50.0,15.0,3.6850352386554803,,Forage
fixed,3,80,1,1,83.0000000000004,60.0,10.0,3.9750814831190837,,Forage
fixed,3,90,1,1,82.00000000000045,70.0,5.0,4.2540000000000004,,Forage
fixed,3,100,1,0,81.00000000000051,80.0,0.0,2.4799749911948172,,Forage
fixed,3,110,1,0,81.40000000000055,80.0,0.0,2.0338878397902564,,Forage
fixed,3,120,1,0,80.4000000000006,80.0,0.0,1.822172824216423,,Forage
fixed,3,130,1,0,79.40000000000066,80.0,0.0,1.7486245808910268,,Forage
fixed,3,140,1,0,78.40000000000072,80.0,0.0,1.7424573582510696,,Forage
fixed,3,150,1,0,77.40000000000077,80.0,0.0,1.7615749691131573,,Forage
fixed,3,160,1,0,77.80000000000081,80.0,0.0,1.8705163142531407,,Forage
fixed,3,170,1,0,76.80000000000086,80.0,0.0,1.8667456677339165,,Forage
fixed,3,180,1,0,75.80000000000092,80.0,0.0,1.8865562942798164,,Forage
fixed,3,190,1,0,74.80000000000098,80.0,0.0,1.914937878485815,,Forage
fixed,3,200,1,0,73.80000000000103,80.0,0.0,1.9464274238116,,Forage
fixed,3,210,1,0,76.90000000000109,80.0,0.0,1.9028534948957203,,Forage
fixed,3,220,1,0,75.90000000000114,80.0,0.0,1.8860812673914336,,Forage
fixed,3,230,1,0,74.9000000000012,80.0,0.0,1.901181973390636,,Forage
fixed,3,240,1,0,73.90000000000126,80.0,0.0,1.9278500116267434,,Forage
fixed,3,250,1,0,72.90000000000131,80.0,0.0,1.9587159891956936,,Forage
fixed,3,260,1,0,70.60000000000133,80.0,0.0,2.2158639104417004,,Forage
fixed,3,270,1,0,69.60000000000139,80.0,0.0,2.2381575192468537,,Forage
fixed,3,280,1,0,68.60000000000144,80.0,0.0,2.2656462753536273,,Forage
fixed,3,290,1,0,67.6000000000015,80.0,0.0,2.2968100867516363,,Forage
fixed,3,300,1,0,66.60000000000156,80.0,0.0,2.3293076333545786,,Forage
fixed,3,310,1,0,69.70000000000161,80.0,0.0,2.2860988395767405,,Forage
fixed,3,320,1,0,68.70000000000167,80.0,0.0,2.269458851889511,,Forage
fixed,3,330,1,0,67.70000000000172,80.0,0.0,2.2846074405247028,,Forage
fixed,3,340,1,0,66.70000000000178,80.0,0.0,2.3112928124583973,,Forage
fixed,3,350,1,0,65.70000000000184,80.0,0.0,2.3421650632512576,,Forage
fixed,3,360,1,0,63.40000000000184,80.0,0.0,2.5993152541770743,,Forage
fixed,3,370,1,0,62.400000000001825,80.0,0.0,2.621609683898886,,Forage
fixed,3,380,1,0,61.40000000000181,80.0,0.0,2.6490987368160406,,Forage
fixed,3,390,1,0,60.400000000001796,80.0,0.0,2.6802626554863913,,Forage
fixed,3,400,1,0,59.40000000000178,80.0,0.0,2.712760240842413,,Forage
fixed,3,410,1,0,58.000000000001776,80.0,0.0,2.9257712658876724,,Forage
fixed,3,420,1,0,57.00000000000176,80.0,0.0,2.9372007604443415,,Forage
fixed,3,430,1,0,56.00000000000175,80.0,0.0,2.962140453239687,,Forage
fixed,3,440,1,0,55.000000000001734,80.0,0.0,2.9923791696928954,,Forage
fixed,3,450,1,0,54.00000000000172,80.0,0.0,3.02454098471278,,Forage
fixed,3,460,1,0,53.50000000000171,80.0,0.0,3.188615289228954,,Forage
fixed,3,470,1,0,52.5000000000017,80.0,0.0,3.192609921353101,,Forage
fixed,3,480,1,0,51.500000000001684,80.0,0.0,3.2151597401014502,,Forage
fixed,3,490,1,0,50.50000000000167,80.0,0.0,3.2445311340202037,,Forage
fixed,3,500,1,0,49.500000000001656,80.0,0.0,3.276378184144888,,Forage
fixed,3,510,1,0,40.400000000001654,80.0,0.0,3.569999999999978,,Forage
fixed,3,520,1,0,44.40000000000164,80.0,0.0,3.521999999999979,,Forage
fixed,3,530,1,0,43.400000000001626,80.0,0.0,3.5219999999999794,,Forage
fixed,3,540,1,0,42.40000000000161,80.0,0.0,3.5219999999999803,,Forage
fixed,3,550,1,0,41.4000000000016,80.0,0.0,3.5219999999999807,,Forage
fixed,3,560,1,0,34.10000000000159,80.0,0.0,3.7319999999999807,,Self
fixed,3,570,1,0,32.20000000000158,80.0,0.0,3.7619999999999814,,Self
fixed,3,580,1,0,36.200000000001566,80.0,0.0,3.713999999999982,,Self
fixed,3,590,1,0,35.20000000000155,80.0,0.0,3.7139999999999826,,Self
fixed,3,600,1,0,34.20000000000154,80.0,0.0,3.7139999999999835,,Forage
fixed,3,610,1,0,31.400000000001526,80.0,0.0,3.773999999999984,,Self
